name,ingredients,category
"Pie, pumpkin, commercially prepared",N/A,Pie
"Pie, vanilla cream, prepared from recipe",N/A,Pie
"Pie crust, standard-type, frozen, ready-to-bake, enriched, baked",N/A,Pie crust
Phyllo dough,N/A,Phyllo dough
"Rolls, dinner, plain, commercially prepared (includes brown-and-serve)",N/A,Rolls
"Rolls, dinner, wheat",N/A,Rolls
"Rolls, french",N/A,Rolls
"Rolls, hamburger or hotdog, plain",N/A,Rolls
"Rolls, hamburger or hotdog, mixed-grain",N/A,Rolls
"Rolls, hard (includes kaiser)",N/A,Rolls
"Strudel, apple",N/A,Strudel
"Sweet rolls, cinnamon, commercially prepared with raisins",N/A,Sweet rolls
"Taco shells, baked",N/A,Taco shells
"Tortillas, ready-to-bake or -fry, corn",N/A,Tortillas
"Tortillas, ready-to-bake or -fry, flour, refrigerated",N/A,Tortillas
"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",N/A,Leavening agents
"Leavening agents, baking powder, double-acting, straight phosphate",N/A,Leavening agents
"Leavening agents, baking soda",N/A,Leavening agents
"Leavening agents, cream of tartar",N/A,Leavening agents
"Leavening agents, yeast, baker's, compressed",N/A,Leavening agents
"Leavening agents, yeast, baker's, active dry",N/A,Leavening agents
"Pie crust, cookie-type, prepared from recipe, vanilla wafer, chilled",N/A,Pie crust
"Pie crust, standard-type, prepared from recipe, unbaked",N/A,Pie crust
"Bread, white, commercially prepared, low sodium, no salt",N/A,Bread
"Crackers, saltines, low salt (includes oyster, soda, soup)",N/A,Crackers
"Crackers, whole-wheat, low salt",N/A,Crackers
"Crackers, cheese, low sodium",N/A,Crackers
"Cake, pound, commercially prepared, fat-free",N/A,Cake
"Crackers, saltines, fat-free, low-sodium",N/A,Crackers
"Tart, breakfast, low fat",N/A,Tart
"Waffle, buttermilk, frozen, ready-to-heat, toasted",N/A,Waffle
"Toaster Pastries, fruit, frosted (include apples, blueberry, cherry, strawberry)",N/A,Toaster Pastries
"Muffin, blueberry, commercially prepared, low-fat",N/A,Muffin
"Pie Crust, Cookie-type, Graham Cracker, Ready Crust",N/A,Pie Crust
"Pie Crust, Cookie-type, Chocolate, Ready Crust",N/A,Pie Crust
"Crackers, whole-wheat, reduced fat",N/A,Crackers
"Crackers, wheat, reduced fat",N/A,Crackers
"Bread, pan dulce, sweet yeast bread",N/A,Bread
"Garlic bread, frozen",N/A,Garlic bread
"Cinnamon buns, frosted (includes honey buns)",N/A,Cinnamon buns
"Crackers, cheese, reduced fat",N/A,Crackers
"Crackers, saltines, whole wheat (includes multi-grain)",N/A,Crackers
"Bread, white wheat",N/A,Bread
"Bagels, wheat",N/A,Bagels
"Cream puff, eclair, custard or cream filled, iced",N/A,Cream puff
"Bread, potato",N/A,Bread
"Bread, cheese",N/A,Bread
"Focaccia, Italian flatbread, plain",N/A,Focaccia
"SCHIFF,TIGER'S MILK BAR",N/A,SCHIFF
"Candies, TOBLERONE, milk chocolate with honey and almond nougat",N/A,Candies
"Snacks, beef jerky, chopped and formed",N/A,Snacks
"Snacks, corn-based, extruded, chips, plain",N/A,Snacks
"Snacks, corn-based, extruded, onion-flavor",N/A,Snacks
"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",N/A,Snacks
"Snacks, KRAFT, CORNNUTS, plain",N/A,Snacks
"Snacks, fruit leather, pieces",N/A,Snacks
"Snacks, fruit leather, rolls",N/A,Snacks
"Snacks, granola bars, hard, plain",N/A,Snacks
Fruit syrup,N/A,Fruit syrup
"Candies, honey-combed, with peanut butter",N/A,Candies
"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",N/A,Snacks
"Syrup, fruit flavored",N/A,Syrup
"Snacks, GENERAL MILLS, CHEX MIX, traditional flavor",N/A,Snacks
"Snacks, popcorn, air-popped",N/A,Snacks
"Snacks, popcorn, cakes",N/A,Snacks
"Snacks, popcorn, caramel-coated, with peanuts",N/A,Snacks
"Snacks, popcorn, caramel-coated, without peanuts",N/A,Snacks
"Snacks, popcorn, cheese-flavor",N/A,Snacks
"Snacks, pork skins, plain",N/A,Snacks
"Snacks, potato chips, barbecue-flavor",N/A,Snacks
"Snacks, potato chips, made from dried potatoes, reduced fat",N/A,Snacks
"Snacks, pretzels, hard, plain, salted",N/A,Snacks
"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",N/A,Snacks
"Snacks, tortilla chips, plain, white corn, salted",N/A,Snacks
"Snacks, tortilla chips, nacho cheese",N/A,Snacks
"Candies, NESTLE, BIT-O'-HONEY Candy Chews",N/A,Candies
"Candies, NESTLE, BUTTERFINGER Bar",N/A,Candies
"Candies, butterscotch",N/A,Candies
"Candies, carob, unsweetened",N/A,Candies
"Candies, caramels",N/A,Candies
"Candies, caramels, chocolate-flavor roll",N/A,Candies
"Baking chocolate, unsweetened, squares",N/A,Baking chocolate
"Candies, confectioner's coating, yogurt",N/A,Candies
"Candies, semisweet chocolate",N/A,Candies
"Candies, sweet chocolate",N/A,Candies
"Candies, sweet chocolate coated fondant",N/A,Candies
"Candies, confectioner's coating, butterscotch",N/A,Candies
"Candies, confectioner's coating, peanut butter",N/A,Candies
"Candies, white chocolate",N/A,Candies
"Ice creams, vanilla, light",N/A,Ice creams
"Ice creams, vanilla, rich",N/A,Ice creams
"Ice creams, vanilla",N/A,Ice creams
"Sherbet, orange",N/A,Sherbet
"Candies, 5TH AVENUE Candy Bar",N/A,Candies
"Candies, fondant, prepared-from-recipe",N/A,Candies
"Candies, fudge, chocolate, prepared-from-recipe",N/A,Candies
"Candies, fudge, chocolate, with nuts, prepared-from-recipe",N/A,Candies
"Candies, fudge, vanilla, prepared-from-recipe",N/A,Candies
"Candies, fudge, vanilla with nuts",N/A,Candies
"Candies, gumdrops, starch jelly pieces",N/A,Candies
"Candies, hard",N/A,Candies
"Candies, jellybeans",N/A,Candies
"Candies, KIT KAT Wafer Bar",N/A,Candies
"Candies, NESTLE, BABY RUTH Bar",N/A,Candies
"Ice creams, chocolate, light",N/A,Ice creams
"Candies, MARS SNACKFOOD US, MARS Almond Bar",N/A,Candies
"Candies, marshmallows",N/A,Candies
"Candies, NESTLE, OH HENRY! Bar",N/A,Candies
"Candies, milk chocolate",N/A,Candies
"Baking chocolate, mexican, squares",N/A,Baking chocolate
Chocolate-flavored hazelnut spread,N/A,Chocolate-flavored hazelnut spread
"Candies, milk chocolate coated peanuts",N/A,Candies
"Candies, milk chocolate coated raisins",N/A,Candies
"Syrups, table blends, pancake, reduced-calorie",N/A,Syrups
"Candies, milk chocolate, with almonds",N/A,Candies
"Candies, milk chocolate, with rice cereal",N/A,Candies
"Candies, MARS SNACKFOOD US, MILKY WAY Bar",N/A,Candies
"Candies, HERSHEY'S SKOR Toffee Bar",N/A,Candies
"Toppings, strawberry",N/A,Toppings
"Candies, MARS SNACKFOOD US, M&M's Peanut Chocolate Candies",N/A,Candies
"Candies, MARS SNACKFOOD US, M&M's Milk Chocolate Candies",N/A,Candies
"Candies, MOUNDS Candy Bar",N/A,Candies
"Candies, MR. GOODBAR Chocolate Bar",N/A,Candies
"Candies, NESTLE, 100 GRAND Bar",N/A,Candies
"Candies, peanut bar",N/A,Candies
"Candies, peanut brittle, prepared-from-recipe",N/A,Candies
"Candies, REESE'S Peanut Butter Cups",N/A,Candies
"Candies, REESE'S PIECES Candy",N/A,Candies
"Candies, ROLO Caramels in Milk Chocolate",N/A,Candies
"Candies, sesame crunch",N/A,Candies
"Candies, MARS SNACKFOOD US, SNICKERS Bar",N/A,Candies
"Candies, MARS SNACKFOOD US, STARBURST Fruit Chews, Original fruits",N/A,Candies
"Candies, MARS SNACKFOOD US, 3 MUSKETEERS Bar",N/A,Candies
"Candies, MARS SNACKFOOD US, TWIX Caramel Cookie Bars",N/A,Candies
"Candies, MARS SNACKFOOD US, TWIX Peanut Butter Cookie Bars",N/A,Candies
"Candies, WHATCHAMACALLIT Candy Bar",N/A,Candies
Chewing gum,N/A,Chewing gum
"Cocoa, dry powder, unsweetened",N/A,Cocoa
"Gelatin desserts, dry mix, prepared with water",N/A,Gelatin desserts
"Gelatin desserts, dry mix, reduced calorie, with aspartame, prepared with water",N/A,Gelatin desserts
"Gelatins, dry powder, unsweetened",N/A,Gelatins
"Puddings, chocolate, ready-to-eat",N/A,Puddings
"Puddings, chocolate, dry mix, instant",N/A,Puddings
"Puddings, rice, ready-to-eat",N/A,Puddings
"Puddings, vanilla, ready-to-eat",N/A,Puddings
"Puddings, vanilla, dry mix, instant",N/A,Puddings
"Puddings, tapioca, ready-to-eat",N/A,Puddings
"Frostings, chocolate, creamy, ready-to-eat",N/A,Frostings
"Frostings, vanilla, creamy, ready-to-eat",N/A,Frostings
"Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate",N/A,Candies
"Ice creams, vanilla, light, no sugar added",N/A,Ice creams
"Frozen novelties, fruit and juice bars",N/A,Frozen novelties
"Ice creams, chocolate, light, no sugar added",N/A,Ice creams
"Ice creams, chocolate",N/A,Ice creams
"Candies, milk chocolate coated coffee beans",N/A,Candies
"Frozen novelties, ice type, lime",N/A,Frozen novelties
"Frozen novelties, ice type, pop",N/A,Frozen novelties
"Frozen yogurts, vanilla, soft-serve",N/A,Frozen yogurts
"Fruit butters, apple",N/A,Fruit butters
Honey,N/A,Honey
Jams and preserves,N/A,Jams and preserves
Jellies,N/A,Jellies
"Marmalade, orange",N/A,Marmalade
Molasses,N/A,Molasses
"Pie fillings, apple, canned",N/A,Pie fillings
"Sugars, brown",N/A,Sugars
"Sugars, granulated",N/A,Sugars
"Sugars, powdered",N/A,Sugars
"Sweeteners, tabletop, aspartame, EQUAL, packets",N/A,Sweeteners
"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",N/A,Syrups
"Syrups, chocolate, fudge-type",N/A,Syrups
"Syrups, corn, dark",N/A,Syrups
"Syrups, corn, light",N/A,Syrups
"Syrups, maple",N/A,Syrups
"Syrups, table blends, pancake, with 2% maple",N/A,Syrups
"Toppings, butterscotch or caramel",N/A,Toppings
"Toppings, marshmallow cream",N/A,Toppings
"Toppings, nuts in syrup",N/A,Toppings
"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",N/A,Candies
"Snacks, banana chips",N/A,Snacks
"Snacks, granola bars, soft, uncoated, chocolate chip",N/A,Snacks
"Snack, potato chips, made from dried potatoes, plain",N/A,Snack
"Snacks, potato chips, plain, salted",N/A,Snacks
"Snacks, potato sticks",N/A,Snacks
"Cheese puffs and twists, corn based, baked, low fat",N/A,Cheese puffs and twists
"Snacks, granola bar, fruit-filled, nonfat",N/A,Snacks
"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",N/A,Snacks
"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",N/A,Snacks
"Snacks, taro chips",N/A,Snacks
"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",N/A,Snacks
"Potato chips, without salt, reduced fat",N/A,Potato chips
"Snacks, tortilla chips, low fat, unsalted",N/A,Snacks
"Candies, sugar-coated almonds",N/A,Candies
"Candies, soft fruit and nut squares",N/A,Candies
"Sweeteners, tabletop, sucralose, SPLENDA packets",N/A,Sweeteners
"Frozen novelties, No Sugar Added, FUDGSICLE pops",N/A,Frozen novelties
"Candies, REESE's Fast Break, milk chocolate, peanut butter, soft nougats, candy bar",N/A,Candies
"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",N/A,Candies
"Candies, crispy bar with peanut butter filling",N/A,Candies
"Sweetener, syrup, agave",N/A,Sweetener
"Candies, NESTLE, BUTTERFINGER Crisp",N/A,Candies
"Candies, M&M MARS 3 MUSKETEERS Truffle Crisp",N/A,Candies
"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",N/A,Syrups
"Candies, M&M MARS Pretzel Chocolate Candies",N/A,Candies
"Sweetener, herbal extract powder from Stevia leaf",N/A,Sweetener
"Candies, fruit snacks, with high vitamin C",N/A,Candies
"Jams, preserves, marmalades, sweetened with fruit juice",N/A,Jams
"Candies, Tamarind",N/A,Candies
"Candies, coconut bar, not chocolate covered",N/A,Candies
"Candies, HERSHEYS, PAYDAY Bar",N/A,Candies
"Syrup, NESTLE, chocolate",N/A,Syrup
"Barley, pearled, raw",N/A,Barley
"Barley, pearled, cooked",N/A,Barley
"Buckwheat groats, roasted, cooked",N/A,Buckwheat groats
"Buckwheat flour, whole-groat",N/A,Buckwheat flour
"Bulgur, dry",N/A,Bulgur
"Bulgur, cooked",N/A,Bulgur
"Corn flour, masa, enriched, white",N/A,Corn flour
"Corn flour, masa, unenriched, white",N/A,Corn flour
"Cornmeal, degermed, enriched, yellow",N/A,Cornmeal
Cornstarch,N/A,Cornstarch
"Couscous, cooked",N/A,Couscous
"Hominy, canned, white",N/A,Hominy
"Millet, cooked",N/A,Millet
"Oat bran, raw",N/A,Oat bran
"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",N/A,Rice
"Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)",N/A,Rice
"Rice, white, long-grain, regular, raw, enriched",N/A,Rice
"Rice, white, long-grain, regular, enriched, cooked",N/A,Rice
"Rice, white, glutinous, unenriched, cooked",N/A,Rice
"Rice flour, white, unenriched",N/A,Rice flour
"Rye flour, medium",N/A,Rye flour
"Tapioca, pearl, dry",N/A,Tapioca
"Wheat bran, crude",N/A,Wheat bran
"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",N/A,Wheat flour
"Wheat flour, white, all-purpose, enriched, bleached",N/A,Wheat flour
"Wheat flour, white, bread, enriched",N/A,Wheat flour
"Wild rice, raw",N/A,Wild rice
"Wild rice, cooked",N/A,Wild rice
"Macaroni, vegetable, enriched, cooked",N/A,Macaroni
"Noodles, egg, dry, enriched",N/A,Noodles
"Noodles, egg, enriched, cooked",N/A,Noodles
"Noodles, egg, spinach, enriched, cooked",N/A,Noodles
"Noodles, chinese, chow mein",N/A,Noodles
"Noodles, flat, crunchy, Chinese restaurant",N/A,Noodles
"Pasta, dry, enriched",N/A,Pasta
"Pasta, cooked, enriched, without added salt",N/A,Pasta
"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",N/A,Pasta
"Rice noodles, cooked",N/A,Rice noodles
"Quinoa, cooked",N/A,Quinoa
"Wheat flour, white, all-purpose, unenriched",N/A,Wheat flour
"Pasta, gluten-free, corn and rice flour, cooked",N/A,Pasta
"Fast foods, biscuit, with egg and bacon",N/A,Fast foods
"Fast foods, biscuit, with egg and ham",N/A,Fast foods
"Fast Foods, biscuit, with egg and sausage",N/A,Fast Foods
"Fast foods, biscuit, with egg, cheese, and bacon",N/A,Fast foods
"Fast foods, biscuit, with ham",N/A,Fast foods
"Fast foods, biscuit, with sausage",N/A,Fast foods
"Fast foods, croissant, with egg, cheese, and bacon",N/A,Fast foods
"Fast foods, croissant, with egg, cheese, and ham",N/A,Fast foods
"Fast foods, croissant, with egg, cheese, and sausage",N/A,Fast foods
"Fast foods, egg, scrambled",N/A,Fast foods
"Fast foods, english muffin, with cheese and sausage",N/A,Fast foods
"Fast foods, english muffin, with egg, cheese, and canadian bacon",N/A,Fast foods
"Fast foods, english muffin, with egg, cheese, and sausage",N/A,Fast foods
"Fast foods, french toast sticks",N/A,Fast foods
"Fast foods, potatoes, hash browns, round pieces or patty",N/A,Fast foods
"Fast foods, burrito, with beans and cheese",N/A,Fast foods
"Fast foods, burrito, with beans, cheese, and beef",N/A,Fast foods
"Fast foods, nachos, with cheese",N/A,Fast foods
"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",N/A,Fast foods
"Fast foods, taco with beef, cheese and lettuce, hard shell",N/A,Fast foods
"Fast foods, cheeseburger; single, regular patty, with condiments",N/A,Fast foods
"Fast foods, hamburger; single, regular patty; with condiments",N/A,Fast foods
"Fast foods, roast beef sandwich, plain",N/A,Fast foods
"Fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato",N/A,Fast foods
"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",N/A,Fast foods
"Fast foods, hush puppies",N/A,Fast foods
"Fast foods, onion rings, breaded and fried",N/A,Fast foods
"Fast foods, potato, french fried in vegetable oil",N/A,Fast foods
"Fast foods, potato, mashed",N/A,Fast foods
"Fast food, biscuit",N/A,Fast food
"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",N/A,Fast foods
"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",N/A,Fast foods
"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",N/A,Fast foods
"Fast foods, submarine sandwich, turkey breast on white bread with lettuce and tomato",N/A,Fast foods
"Fast foods, submarine sandwich, ham on white bread with lettuce and tomato",N/A,Fast foods
"Fast foods, submarine sandwich, meatball marinara on white bread",N/A,Fast foods
"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",N/A,Fast foods
"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",N/A,Fast foods
"Fast foods, hamburger, large, single patty, with condiments",N/A,Fast foods
"Pizza, cheese topping, regular crust, frozen, cooked",N/A,Pizza
"Pizza, cheese topping, rising crust, frozen, cooked",N/A,Pizza
"Pizza, meat and vegetable topping, regular crust, frozen, cooked",N/A,Pizza
"Pizza, meat and vegetable topping, rising crust, frozen, cooked",N/A,Pizza
"Fast foods, chicken, breaded and fried, boneless pieces, plain",N/A,Fast foods
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust",N/A,Fast Food
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",N/A,Fast Food
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",N/A,Fast Food
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",N/A,Fast Food
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",N/A,Fast Food
"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",N/A,Fast Food
"Fast foods, griddle cake sandwich, egg, cheese, and sausage",N/A,Fast foods
"Fast foods, griddle cake sandwich, sausage",N/A,Fast foods
"Fast foods, griddle cake sandwich, egg, cheese, and bacon",N/A,Fast foods
"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",N/A,Fast foods
"Fast foods, cheeseburger; double, regular patty; with condiments",N/A,Fast foods
"Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",N/A,Fast foods
"Fast foods, cheeseburger; single, large patty; with condiments",N/A,Fast foods
"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",N/A,Fast foods
"Fast foods, chicken tenders",N/A,Fast foods
"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",N/A,Fast foods
"Fast foods, bagel, with breakfast steak, egg, cheese, and condiments",N/A,Fast foods
"Light Ice Cream, soft serve, blended with milk chocolate candies",N/A,Light Ice Cream
"Light Ice Cream, soft serve, blended with cookie pieces",N/A,Light Ice Cream
"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",N/A,Fast foods
"Yogurt parfait, lowfat, with fruit and granola",N/A,Yogurt parfait
"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",N/A,Fast Foods
"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",N/A,Fast Foods
"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",N/A,Fast Foods
"Fast Foods, Fried Chicken, Breast, meat and skin and breading",N/A,Fast Foods
"Fast Foods, Fried Chicken, Drumstick, meat and skin with breading",N/A,Fast Foods
"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",N/A,Fast Foods
"Fast Foods, Fried Chicken, Wing, meat and skin and breading",N/A,Fast Foods
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",N/A,Fast Food
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",N/A,Fast Food
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",N/A,Fast Food
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust",N/A,Fast Food
"Fast foods, taco with beef, cheese and lettuce, soft",N/A,Fast foods
"Fast foods, taco with chicken, lettuce and cheese, soft",N/A,Fast foods
"Fast foods, quesadilla, with chicken",N/A,Fast foods
"Pizza, cheese topping, thin crust, frozen, cooked",N/A,Pizza
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust",N/A,Fast Food
"Fast foods, breakfast burrito, with egg, cheese, and sausage",N/A,Fast foods
"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",N/A,Fast foods
"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",N/A,Fast foods
"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked",N/A,School Lunch
"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked",N/A,School Lunch
"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",N/A,School Lunch
"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked",N/A,School Lunch
"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",N/A,School Lunch
"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",N/A,School Lunch
"School Lunch, chicken patty, whole grain breaded",N/A,School Lunch
"School Lunch, chicken nuggets, whole grain breaded",N/A,School Lunch
"Macaroni and Cheese, canned entree",N/A,Macaroni and Cheese
"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",N/A,HOT POCKETS
"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",N/A,HOT POCKETS Ham 'N Cheese Stuffed Sandwich
"Ravioli, cheese-filled, canned",N/A,Ravioli
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",N/A,Ravioli
"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",N/A,Tortellini
"Chili con carne with beans, canned entree",N/A,Chili con carne with beans
"Beef stew, canned entree",N/A,Beef stew
"Chicken pot pie, frozen entree, prepared",N/A,Chicken pot pie
"Beef, corned beef hash, with potato, canned",N/A,Beef
"Lasagna, cheese, frozen, prepared",N/A,Lasagna
"Chili, no beans, canned entree",N/A,Chili
"Lasagna with meat & sauce, frozen entree",N/A,Lasagna with meat & sauce
"Egg rolls, pork, refrigerated, heated",N/A,Egg rolls
"Egg rolls, chicken, refrigerated, heated",N/A,Egg rolls
"Egg rolls, vegetable, frozen, prepared",N/A,Egg rolls
"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",N/A,Turkey
"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",N/A,Rice bowl with chicken
"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",N/A,Macaroni and cheese dinner with dry sauce mix
"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen",N/A,HOT POCKETS
"LEAN POCKETS, Ham N Cheddar",N/A,LEAN POCKETS
Potato salad with egg,N/A,Potato salad with egg
"Corn dogs, frozen, prepared",N/A,Corn dogs
"Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",N/A,Chicken
"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",N/A,Ravioli
"Chicken tenders, breaded, frozen, prepared",N/A,Chicken tenders
"RICE-A-RONI, chicken flavor, unprepared",N/A,RICE-A-RONI
"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",N/A,Beef
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",N/A,Beef
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",N/A,Beef
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",N/A,Beef
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",N/A,Beef
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",N/A,Beef
"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",N/A,Beef
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",N/A,Beef
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",N/A,Beef
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",N/A,Beef
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",N/A,Beef
"Beef, ground, 95% lean meat / 5% fat, raw",N/A,Beef
"Beef, ground, 90% lean meat / 10% fat, raw",N/A,Beef
"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",N/A,Beef
"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",N/A,Beef
"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled",N/A,Beef
"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",N/A,Beef
"Beef, ground, 80% lean meat / 20% fat, raw",N/A,Beef
"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",N/A,Beef
"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",N/A,Beef
"Beef, ground, 75% lean meat / 25% fat, raw",N/A,Beef
"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",N/A,Beef
"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",N/A,Beef
"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",N/A,Beef
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",N/A,Beef
"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",N/A,Beef
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",N/A,Beef
"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",N/A,Beef
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",N/A,Beef
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",N/A,Beef
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",N/A,Beef
"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",N/A,Beef
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",N/A,Beef
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",N/A,Beef
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",N/A,Beef
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw",N/A,Beef
"Snacks, popcorn, microwave, low fat",N/A,Snacks
"Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C",N/A,Snacks
"Snacks, sweet potato chips, unsalted",N/A,Snacks
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor",N/A,Snacks
"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush",N/A,Formulated bar
"Formulated bar, POWER BAR, chocolate",N/A,Formulated bar
"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",N/A,Formulated bar
"Pretzels, soft, unsalted",N/A,Pretzels
"Snacks, soy chips or crisps, salted",N/A,Snacks
"Popcorn, microwave, regular (butter) flavor, made with palm oil",N/A,Popcorn
"Snacks, plantain chips, salted",N/A,Snacks
