name,ingredients,category,harmful
"Puddings, vanilla, dry mix, instant",Unknown,Other,0
"Puddings, tapioca, ready-to-eat",Unknown,Other,0
"Frostings, chocolate, creamy, ready-to-eat",Unknown,Other,0
"Frostings, vanilla, creamy, ready-to-eat",Unknown,Other,0
"Candies, HERSHEY, REESESTICKS crispy wafers, peanut butter, milk chocolate",Unknown,Other,0
"Ice creams, vanilla, light, no sugar added",Unknown,Other,0
"Frozen novelties, fruit and juice bars",Unknown,Other,0
"Ice creams, chocolate, light, no sugar added",Unknown,Other,0
"Ice creams, chocolate",Unknown,Other,0
"Candies, milk chocolate coated coffee beans",Unknown,Other,0
"Frozen novelties, ice type, lime",Unknown,Other,0
"Frozen novelties, ice type, pop",Unknown,Other,0
"Frozen yogurts, vanilla, soft-serve",Unknown,Other,0
"Fruit butters, apple",Unknown,Other,0
Honey,Unknown,Other,0
Jams and preserves,Unknown,Other,0
Jellies,Unknown,Other,0
"Marmalade, orange",Unknown,Other,0
Molasses,Unknown,Other,0
"Pie fillings, apple, canned",Unknown,Other,0
"Sugars, brown",Unknown,Other,0
"Sugars, granulated",Unknown,Other,0
"Sugars, powdered",Unknown,Other,0
"Sweeteners, tabletop, aspartame, EQUAL, packets",Unknown,Other,0
"Syrups, chocolate, HERSHEY'S Genuine Chocolate Flavored Lite Syrup",Unknown,Other,0
"Syrups, chocolate, fudge-type",Unknown,Other,0
"Syrups, corn, dark",Unknown,Other,0
"Syrups, corn, light",Unknown,Other,0
"Syrups, maple",Unknown,Other,0
"Syrups, table blends, pancake, with 2% maple",Unknown,Other,0
"Toppings, butterscotch or caramel",Unknown,Other,0
"Toppings, marshmallow cream",Unknown,Other,0
"Toppings, nuts in syrup",Unknown,Other,0
"Candies, MARS SNACKFOOD US, SKITTLES Original Bite Size Candies",Unknown,Other,0
"Snacks, banana chips",Unknown,Other,0
"Snacks, granola bars, soft, uncoated, chocolate chip",Unknown,Other,0
"Snack, potato chips, made from dried potatoes, plain",Unknown,Other,0
"Snacks, potato chips, plain, salted",Unknown,Other,0
"Snacks, potato sticks",Unknown,Other,0
"Cheese puffs and twists, corn based, baked, low fat",Unknown,Other,0
"Snacks, granola bar, fruit-filled, nonfat",Unknown,Other,0
"Snacks, KELLOGG, KELLOGG'S RICE KRISPIES TREATS Squares",Unknown,Other,0
"Snacks, KELLOGG, KELLOGG'S, NUTRI-GRAIN Cereal Bars, fruit",Unknown,Other,0
"Snacks, taro chips",Unknown,Other,0
"Snacks, pretzels, hard, plain, made with enriched flour, unsalted",Unknown,Other,0
"Potato chips, without salt, reduced fat",Unknown,Other,0
"Snacks, tortilla chips, low fat, unsalted",Unknown,Other,0
"Candies, sugar-coated almonds",Unknown,Other,0
"Candies, soft fruit and nut squares",Unknown,Other,0
"Sweeteners, tabletop, sucralose, SPLENDA packets",Unknown,Other,0
"Frozen novelties, No Sugar Added, FUDGSICLE pops",Unknown,Other,0
"Candies, REESE's Fast Break, milk chocolate, peanut butter, soft nougats, candy bar",Unknown,Other,0
"Candies, chocolate, dark, NFS (45-59% cacao solids 90%; 60-69% cacao solids 5%; 70-85% cacao solids 5%)",Unknown,Other,0
"Candies, crispy bar with peanut butter filling",Unknown,Other,0
"Sweetener, syrup, agave",Unknown,Other,0
"Candies, NESTLE, BUTTERFINGER Crisp",Unknown,Other,0
"Candies, M&M MARS 3 MUSKETEERS Truffle Crisp",Unknown,Other,0
"Syrups, chocolate, HERSHEY'S Sugar free, Genuine Chocolate Flavored, Lite Syrup",Unknown,Other,0
"Candies, M&M MARS Pretzel Chocolate Candies",Unknown,Other,0
"Sweetener, herbal extract powder from Stevia leaf",Unknown,Other,0
"Candies, fruit snacks, with high vitamin C",Unknown,Other,0
"Jams, preserves, marmalades, sweetened with fruit juice",Unknown,Other,0
"Candies, Tamarind",Unknown,Other,0
"Candies, coconut bar, not chocolate covered",Unknown,Other,0
"Candies, HERSHEYS, PAYDAY Bar",Unknown,Other,0
"Syrup, NESTLE, chocolate",Unknown,Other,0
"Barley, pearled, raw",Unknown,Other,0
"Barley, pearled, cooked",Unknown,Other,0
"Buckwheat groats, roasted, cooked",Unknown,Other,0
"Buckwheat flour, whole-groat",Unknown,Other,0
"Bulgur, dry",Unknown,Other,0
"Bulgur, cooked",Unknown,Other,0
"Corn flour, masa, enriched, white",Unknown,Other,0
"Corn flour, masa, unenriched, white",Unknown,Other,0
"Cornmeal, degermed, enriched, yellow",Unknown,Other,0
Cornstarch,Unknown,Other,0
"Couscous, cooked",Unknown,Other,0
"Hominy, canned, white",Unknown,Other,0
"Millet, cooked",Unknown,Other,0
"Oat bran, raw",Unknown,Other,0
"Rice, brown, long-grain, raw (Includes foods for USDA's Food Distribution Program)",Unknown,Other,0
"Rice, brown, long-grain, cooked (Includes foods for USDA's Food Distribution Program)",Unknown,Other,0
"Rice, white, long-grain, regular, raw, enriched",Unknown,Other,0
"Rice, white, long-grain, regular, enriched, cooked",Unknown,Other,0
"Rice, white, glutinous, unenriched, cooked",Unknown,Other,0
"Rice flour, white, unenriched",Unknown,Other,0
"Rye flour, medium",Unknown,Other,0
"Tapioca, pearl, dry",Unknown,Other,0
"Wheat bran, crude",Unknown,Other,0
"Wheat flour, whole-grain (Includes foods for USDA's Food Distribution Program)",Unknown,Other,0
"Wheat flour, white, all-purpose, enriched, bleached",Unknown,Other,0
"Wheat flour, white, bread, enriched",Unknown,Other,0
"Wild rice, raw",Unknown,Other,0
"Wild rice, cooked",Unknown,Other,0
"Macaroni, vegetable, enriched, cooked",Unknown,Other,0
"Noodles, egg, dry, enriched",Unknown,Other,0
"Noodles, egg, enriched, cooked",Unknown,Other,0
"Noodles, egg, spinach, enriched, cooked",Unknown,Other,0
"Noodles, chinese, chow mein",Unknown,Other,0
"Noodles, flat, crunchy, Chinese restaurant",Unknown,Other,0
"Pasta, dry, enriched",Unknown,Other,0
"Pasta, cooked, enriched, without added salt",Unknown,Other,0
"Pasta, whole-wheat, cooked (Includes foods for USDA's Food Distribution Program)",Unknown,Other,0
"Rice noodles, cooked",Unknown,Other,0
"Quinoa, cooked",Unknown,Other,0
"Wheat flour, white, all-purpose, unenriched",Unknown,Other,0
"Pasta, gluten-free, corn and rice flour, cooked",Unknown,Other,0
"Fast foods, biscuit, with egg and bacon",Unknown,Food,0
"Fast foods, biscuit, with egg and ham",Unknown,Food,0
"Fast Foods, biscuit, with egg and sausage",Unknown,Food,0
"Fast foods, biscuit, with egg, cheese, and bacon",Unknown,Food,0
"Fast foods, biscuit, with ham",Unknown,Food,0
"Fast foods, biscuit, with sausage",Unknown,Food,0
"Fast foods, croissant, with egg, cheese, and bacon",Unknown,Food,0
"Fast foods, croissant, with egg, cheese, and ham",Unknown,Food,0
"Fast foods, croissant, with egg, cheese, and sausage",Unknown,Food,0
"Fast foods, egg, scrambled",Unknown,Food,0
"Fast foods, english muffin, with cheese and sausage",Unknown,Food,0
"Fast foods, english muffin, with egg, cheese, and canadian bacon",Unknown,Food,0
"Fast foods, english muffin, with egg, cheese, and sausage",Unknown,Food,0
"Fast foods, french toast sticks",Unknown,Food,0
"Fast foods, potatoes, hash browns, round pieces or patty",Unknown,Food,0
"Fast foods, burrito, with beans and cheese",Unknown,Food,0
"Fast foods, burrito, with beans, cheese, and beef",Unknown,Food,0
"Fast foods, nachos, with cheese",Unknown,Food,0
"Fast foods, nachos, with cheese, beans, ground beef, and tomatoes",Unknown,Food,0
"Fast foods, taco with beef, cheese and lettuce, hard shell",Unknown,Food,0
"Fast foods, cheeseburger; single, regular patty, with condiments",Unknown,Food,0
"Fast foods, hamburger; single, regular patty; with condiments",Unknown,Food,0
"Fast foods, roast beef sandwich, plain",Unknown,Food,0
"Fast foods, submarine sandwich, cold cut on white bread with lettuce and tomato",Unknown,Food,0
"Fast foods, submarine sandwich, roast beef on white bread with lettuce and tomato",Unknown,Food,0
"Fast foods, hush puppies",Unknown,Food,0
"Fast foods, onion rings, breaded and fried",Unknown,Food,0
"Fast foods, potato, french fried in vegetable oil",Unknown,Food,0
"Fast foods, potato, mashed",Unknown,Food,0
"Fast food, biscuit",Unknown,Food,0
"Fast foods, submarine sandwich, sweet onion chicken teriyaki on white bread with lettuce, tomato and sweet onion sauce",Unknown,Food,0
"Fast foods, submarine sandwich, turkey, roast beef and ham on white bread with lettuce and tomato",Unknown,Food,0
"Fast foods, submarine sandwich, oven roasted chicken on white bread with lettuce and tomato",Unknown,Food,0
"Fast foods, submarine sandwich, turkey breast on white bread with lettuce and tomato",Unknown,Food,0
"Fast foods, submarine sandwich, ham on white bread with lettuce and tomato",Unknown,Food,0
"Fast foods, submarine sandwich, meatball marinara on white bread",Unknown,Food,0
"Fast foods, submarine sandwich, steak and cheese on white bread with cheese, lettuce and tomato",Unknown,Food,0
"Fast foods, submarine sandwich, bacon, lettuce, and tomato on white bread",Unknown,Food,0
"Fast foods, hamburger, large, single patty, with condiments",Unknown,Food,0
"Pizza, cheese topping, regular crust, frozen, cooked",Unknown,Other,0
"Pizza, cheese topping, rising crust, frozen, cooked",Unknown,Other,0
"Pizza, meat and vegetable topping, regular crust, frozen, cooked",Unknown,Other,0
"Pizza, meat and vegetable topping, rising crust, frozen, cooked",Unknown,Other,0
"Fast foods, chicken, breaded and fried, boneless pieces, plain",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, regular crust",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thick crust",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, thin crust",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, regular crust",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thick crust",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, meat and vegetable topping, regular crust",Unknown,Food,0
"Fast foods, griddle cake sandwich, egg, cheese, and sausage",Unknown,Food,0
"Fast foods, griddle cake sandwich, sausage",Unknown,Food,0
"Fast foods, griddle cake sandwich, egg, cheese, and bacon",Unknown,Food,0
"Fast foods, hamburger; single, large patty; with condiments, vegetables and mayonnaise",Unknown,Food,0
"Fast foods, cheeseburger; double, regular patty; with condiments",Unknown,Food,0
"Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",Unknown,Food,0
"Fast foods, cheeseburger; single, large patty; with condiments",Unknown,Food,0
"Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",Unknown,Food,0
"Fast foods, chicken tenders",Unknown,Food,0
"Fast foods, bagel, with egg, sausage patty, cheese, and condiments",Unknown,Food,0
"Fast foods, bagel, with breakfast steak, egg, cheese, and condiments",Unknown,Food,0
"Light Ice Cream, soft serve, blended with milk chocolate candies",Unknown,Other,0
"Light Ice Cream, soft serve, blended with cookie pieces",Unknown,Other,0
"Fast foods, grilled chicken, bacon and tomato club sandwich, with cheese, lettuce, and mayonnaise",Unknown,Food,0
"Yogurt parfait, lowfat, with fruit and granola",Unknown,Other,0
"Fast Foods, Fried Chicken, Breast, meat only, skin and breading removed",Unknown,Food,0
"Fast Foods, Fried Chicken, Drumstick, meat only, skin and breading removed",Unknown,Food,0
"Fast Foods, Fried Chicken, Thigh, meat only, skin and breading removed",Unknown,Food,0
"Fast Foods, Fried Chicken, Breast, meat and skin and breading",Unknown,Food,0
"Fast Foods, Fried Chicken, Drumstick, meat and skin with breading",Unknown,Food,0
"Fast Foods, Fried Chicken, Thigh, meat and skin and breading",Unknown,Food,0
"Fast Foods, Fried Chicken, Wing, meat and skin and breading",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thick crust",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, thin crust",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, sausage topping, regular crust",Unknown,Food,0
"Fast Food, Pizza Chain, 14"" pizza, pepperoni topping, thin crust",Unknown,Food,0
"Fast foods, taco with beef, cheese and lettuce, soft",Unknown,Food,0
"Fast foods, taco with chicken, lettuce and cheese, soft",Unknown,Food,0
"Fast foods, quesadilla, with chicken",Unknown,Food,0
"Pizza, cheese topping, thin crust, frozen, cooked",Unknown,Other,0
"Fast Food, Pizza Chain, 14"" pizza, cheese topping, stuffed crust",Unknown,Food,0
"Fast foods, breakfast burrito, with egg, cheese, and sausage",Unknown,Food,0
"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",Unknown,Food,0
"Fast foods, strawberry banana smoothie made with ice and low-fat yogurt",Unknown,Food,0
"School Lunch, pizza, cheese topping, thin crust, whole grain, frozen, cooked",Unknown,Other,0
"School Lunch, pizza, cheese topping, thick crust, whole grain, frozen, cooked",Unknown,Other,0
"School Lunch, pizza, pepperoni topping, thin crust, whole grain, frozen, cooked",Unknown,Other,0
"School Lunch, pizza, pepperoni topping, thick crust, whole grain, frozen, cooked",Unknown,Other,0
"School Lunch, pizza, sausage topping, thin crust, whole grain, frozen, cooked",Unknown,Other,0
"School Lunch, pizza, sausage topping, thick crust, whole grain, frozen, cooked",Unknown,Other,0
"School Lunch, chicken patty, whole grain breaded",Unknown,Other,0
"School Lunch, chicken nuggets, whole grain breaded",Unknown,Other,0
"Macaroni and Cheese, canned entree",Unknown,Other,0
"HOT POCKETS, CROISSANT POCKETS Chicken, Broccoli, and Cheddar Stuffed Sandwich, frozen",Unknown,Other,0
"HOT POCKETS Ham 'N Cheese Stuffed Sandwich, frozen",Unknown,Other,0
"Ravioli, cheese-filled, canned",Unknown,Other,0
"Ravioli, meat-filled, with tomato sauce or meat sauce, canned",Unknown,Other,0
"Tortellini, pasta with cheese filling, fresh-refrigerated, as purchased",Unknown,Other,0
"Chili con carne with beans, canned entree",Unknown,Other,0
"Beef stew, canned entree",Unknown,Other,0
"Chicken pot pie, frozen entree, prepared",Unknown,Other,0
"Beef, corned beef hash, with potato, canned",Unknown,Other,0
"Lasagna, cheese, frozen, prepared",Unknown,Other,0
"Chili, no beans, canned entree",Unknown,Other,0
"Lasagna with meat & sauce, frozen entree",Unknown,Other,0
"Egg rolls, pork, refrigerated, heated",Unknown,Other,0
"Egg rolls, chicken, refrigerated, heated",Unknown,Other,0
"Egg rolls, vegetable, frozen, prepared",Unknown,Other,0
"Turkey, stuffing, mashed potatoes w/gravy, assorted vegetables, frozen, microwaved",Unknown,Other,0
"Rice bowl with chicken, frozen entree, prepared (includes fried, teriyaki, and sweet and sour varieties)",Unknown,Other,0
"Macaroni and cheese dinner with dry sauce mix, boxed, uncooked",Unknown,Other,0
"HOT POCKETS, meatballs & mozzarella stuffed sandwich, frozen",Unknown,Other,0
"LEAN POCKETS, Ham N Cheddar",Unknown,Other,0
Potato salad with egg,Unknown,Other,0
"Corn dogs, frozen, prepared",Unknown,Other,0
"Chicken, nuggets, dark and white meat, precooked, frozen, not reheated",Unknown,Other,0
"Ravioli, cheese with tomato sauce, frozen, not prepared, includes regular and light entrees",Unknown,Other,0
"Chicken tenders, breaded, frozen, prepared",Unknown,Other,0
"RICE-A-RONI, chicken flavor, unprepared",Unknown,Other,0
"Beef, chuck for stew, separable lean and fat, all grades, cooked, braised",Unknown,Other,0
"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",Unknown,Other,0
"Beef, rib eye steak, boneless, lip-on, separable lean and fat, trimmed to 1/8"" fat, all grades, cooked, grilled",Unknown,Other,0
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, raw",Unknown,Other,0
"Beef, loin, top loin steak, boneless, lip off, separable lean and fat, trimmed to 0"" fat, all grades, raw",Unknown,Other,0
"Beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",Unknown,Other,0
"Beef, round, top round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Unknown,Other,0
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Unknown,Other,0
"Beef, round, eye of round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, raw",Unknown,Other,0
"Beef, loin, top loin steak, boneless, lip off, separable lean only, trimmed to 0"" fat, all grades, raw",Unknown,Other,0
"Beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, roasted",Unknown,Other,0
"Beef, ground, 95% lean meat / 5% fat, raw",Unknown,Other,0
"Beef, ground, 90% lean meat / 10% fat, raw",Unknown,Other,0
"Beef, ground, 90% lean meat / 10% fat, patty, cooked, broiled",Unknown,Other,0
"Beef, ground, 85% lean meat / 15% fat, raw (Includes foods for USDA's Food Distribution Program)",Unknown,Other,0
"Beef, ground, 85% lean meat / 15% fat, patty, cooked, broiled",Unknown,Other,0
"Beef, ground, 85% lean meat / 15% fat, crumbles, cooked, pan-browned",Unknown,Other,0
"Beef, ground, 80% lean meat / 20% fat, raw",Unknown,Other,0
"Beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",Unknown,Other,0
"Beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",Unknown,Other,0
"Beef, ground, 75% lean meat / 25% fat, raw",Unknown,Other,0
"Beef, ground, 75% lean meat / 25% fat, patty, cooked, broiled",Unknown,Other,0
"Beef, ground, 75% lean meat / 25% fat, crumbles, cooked, pan-browned",Unknown,Other,0
"Beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",Unknown,Other,0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",Unknown,Other,0
"Beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",Unknown,Other,0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, all grades, cooked, braised",Unknown,Other,0
"Beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Unknown,Other,0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, all grades, cooked, broiled",Unknown,Other,0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, raw",Unknown,Other,0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, choice, cooked, braised",Unknown,Other,0
"Beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, choice, raw",Unknown,Other,0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, raw",Unknown,Other,0
"Beef, rib, small end (ribs 10-12), separable lean only, trimmed to 1/8""fat, choice, cooked, broiled",Unknown,Other,0
"Beef, top sirloin, steak, separable lean only, trimmed to 1/8"" fat, choice, cooked, broiled",Unknown,Other,0
"Beef, chuck, arm pot roast, separable lean only, trimmed to 1/8"" fat, select, raw",Unknown,Other,0
"Snacks, popcorn, microwave, low fat",Unknown,Other,0
"Snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin C",Unknown,Other,0
"Snacks, sweet potato chips, unsalted",Unknown,Other,0
"Snacks, FRITOLAY, SUNCHIPS, Multigrain Snack, original flavor",Unknown,Other,0
"Formulated bar, MARS SNACKFOOD US, SNICKERS MARATHON Protein Performance Bar, Caramel Nut Rush",Unknown,Other,0
"Formulated bar, POWER BAR, chocolate",Unknown,Other,0
"Formulated bar, SLIM-FAST OPTIMA meal bar, milk chocolate peanut",Unknown,Other,0
"Pretzels, soft, unsalted",Unknown,Other,0
"Snacks, soy chips or crisps, salted",Unknown,Other,0
"Popcorn, microwave, regular (butter) flavor, made with palm oil",Unknown,Other,0
"Snacks, plantain chips, salted",Unknown,Other,0
"Snacks, vegetable chips, HAIN CELESTIAL GROUP, TERRA CHIPS",Unknown,Other,0
"Formulated bar, ZONE PERFECT CLASSIC CRUNCH BAR, mixed flavors",Unknown,Other,0
"Snacks, granola bar, KASHI GOLEAN, chewy, mixed flavors",Unknown,Other,0
"Snacks, granola bar, KASHI TLC Bar, chewy, mixed flavors",Unknown,Other,0
"Snacks, granola bar, chewy, reduced sugar, all flavors",Unknown,Other,0
"Snacks, granola bites, mixed flavors",Unknown,Other,0
"Snacks, pita chips, salted",Unknown,Other,0
"Snacks, granola bars, soft, almond, confectioners coating",Unknown,Other,0
"Snacks, granola bars, QUAKER OATMEAL TO GO, all flavors",Unknown,Other,0
"Snacks, vegetable chips, made from garden vegetables",Unknown,Other,0
"Snacks, candy bits, yogurt covered with vitamin C",Unknown,Other,0
"Formulated bar, high fiber, chewy, oats and chocolate",Unknown,Other,0
"Snacks, bagel chips, plain",Unknown,Other,0
"Snacks, NUTRI-GRAIN FRUIT AND NUT BAR",Unknown,Other,0
"Snacks, CLIF BAR, mixed flavors",Unknown,Other,0
"Snacks, granola bar, QUAKER, chewy, 90 Calorie Bar",Unknown,Other,0
"Snacks, granola bar, GENERAL MILLS NATURE VALLEY, SWEET&SALTY NUT, peanut",Unknown,Other,0
"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, with yogurt coating",Unknown,Other,0
"Snacks, granola bar, GENERAL MILLS, NATURE VALLEY, CHEWY TRAIL MIX",Unknown,Other,0
"Snacks, granola bar, QUAKER, DIPPS, all flavors",Unknown,Other,0
"Snacks, brown rice chips",Unknown,Other,0
"Snack, Pretzel, hard chocolate coated",Unknown,Other,0
"Snacks, potato chips, made from dried potatoes (preformed), multigrain",Unknown,Other,0
"Snacks, potato chips, lightly salted",Unknown,Other,0
"Snacks, Pretzels, gluten- free made with cornstarch and potato flour",Unknown,Other,0
"Snacks, peas, roasted, wasabi-flavored",Unknown,Other,0
"Formulated Bar, SOUTH BEACH protein bar",Unknown,Other,0
"Snack, BALANCE, original bar",Unknown,Other,0
"Snacks, shrimp cracker",Unknown,Other,0
Rice crackers,Unknown,Other,0
"Soup, egg drop, Chinese restaurant",Unknown,Other,0
"Soup, hot and sour, Chinese restaurant",Unknown,Other,0
"Soup, wonton, Chinese restaurant",Unknown,Other,0
"Soup, ramen noodle, dry, any flavor, reduced fat, reduced sodium",Unknown,Other,0
"Soup, clam chowder, new england, reduced sodium, canned, ready-to-serve",Unknown,Other,0
"Soup, chicken noodle, reduced sodium, canned, ready-to-serve",Unknown,Other,0
"Sauce, duck, ready-to-serve",Unknown,Other,0
"Sauce, salsa, verde, ready-to-serve",Unknown,Other,0
"Sauce, steak, tomato based",Unknown,Other,0
"Sauce, tartar, ready-to-serve",Unknown,Other,0
"Sauce, sweet and sour, ready-to-serve",Unknown,Other,0
"Sauce, cocktail, ready-to-serve",Unknown,Other,0
"Dip, salsa con queso, cheese and salsa- medium",Unknown,Other,0
"Sauce, peanut, made from peanut butter, water, soy sauce",Unknown,Other,0
"Soup, chunky vegetable, reduced sodium, canned, ready-to-serve",Unknown,Other,0
"Soup, beef barley, ready to serve",Unknown,Other,0
"Sauce, enchilada, red, mild, ready to serve",Unknown,Other,0
Wasabi,Unknown,Other,0
"Dip, bean, original flavor",Unknown,Other,0
"Sauce, horseradish",Unknown,Other,0
"Bread, chapati or roti, whole wheat, commercially prepared, frozen",Unknown,Other,0
"Bread, paratha, whole wheat, commercially prepared, frozen",Unknown,Other,0
"Bread, naan, whole wheat, commercially prepared, refrigerated",Unknown,Other,0
"Bread, roll, Mexican, bollilo",Unknown,Other,0
"Cookie, vanilla with caramel, coconut, and chocolate coating",Unknown,Other,0
"Cookie, with peanut butter filling, chocolate-coated",Unknown,Other,0
"Cookies, animal, with frosting or icing",Unknown,Other,0
"Crackers, multigrain",Unknown,Other,0
"Cookie, butter or sugar, with chocolate icing or filling",Unknown,Other,0
"Cookie, chocolate, with icing or coating",Unknown,Other,0
"Tortillas, ready-to-bake or -fry, whole wheat",Unknown,Other,0
"Cake, snack cakes, creme-filled, chocolate with frosting, low-fat, with added fiber",Unknown,Other,0
"Cake, snack cakes, not chocolate, with icing or filling, low-fat, with added fiber",Unknown,Other,0
"Cookies, brownies, commercially prepared, reduced fat, with added fiber",Unknown,Other,0
"Cookies, chocolate sandwich, with creme filling, reduced fat",Unknown,Other,0
"Cookies, oatmeal sandwich, with creme filling",Unknown,Other,0
"Cookies, peanut butter, commercially prepared, sugar free",Unknown,Other,0
"Cookies, graham crackers, plain or honey, lowfat",Unknown,Other,0
"Crackers, cheese, whole grain",Unknown,Other,0
"Waffles, whole wheat, lowfat, frozen, ready-to-heat",Unknown,Other,0
"Cookies, coconut macaroon",Unknown,Other,0
"Cookies, shortbread, reduced fat",Unknown,Other,0
"Cookies, sugar wafer, chocolate-covered",Unknown,Other,0
"Rolls, hamburger or hot dog, wheat/cracked wheat",Unknown,Other,0
"Rolls, hamburger or hot dog, whole wheat",Unknown,Other,0
"Crackers, sandwich-type, peanut butter filled, reduced fat",Unknown,Other,0
"Bread, cinnamon",Unknown,Other,0
"Bread, wheat, sprouted",Unknown,Other,0
"Bread, french or vienna, whole wheat",Unknown,Other,0
"Rolls, hamburger, whole grain white, calcium-fortified",Unknown,Other,0
"Pancakes, whole wheat, dry mix, incomplete",Unknown,Other,0
"Crackers, whole grain, sandwich-type, with peanut butter filling",Unknown,Other,0
"Crackers, water biscuits",Unknown,Other,0
"Cookies, chocolate chip sandwich, with creme filling",Unknown,Other,0
"Cookies, chocolate, made with rice cereal",Unknown,Other,0
"Cookies, marshmallow, with rice cereal and chocolate chips",Unknown,Other,0
"Cookies, gluten-free, chocolate sandwich, with creme filling",Unknown,Other,0
"Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca",Unknown,Other,0
"Rolls, gluten-free, white, made with rice flour, rice starch, and corn starch",Unknown,Other,0
"Crackers, gluten-free, multi-seeded and multigrain",Unknown,Other,0
"Waffles, gluten-free, frozen, ready-to-heat",Unknown,Other,0
"Pancakes, gluten-free, frozen, ready-to-heat",Unknown,Other,0
"Rolls, dinner, sweet",Unknown,Other,0
"Cookies, oatmeal, reduced fat",Unknown,Other,0
"Cookies, chocolate cream covered biscuit sticks",Unknown,Other,0
"Cookies, Marie biscuit",Unknown,Other,0
"Cookies, vanilla sandwich with creme filling, reduced fat",Unknown,Other,0
"Bread, multi-grain (includes whole-grain)",Unknown,Other,0
"Cookies, animal crackers (includes arrowroot, tea biscuits)",Unknown,Other,0
"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",Unknown,Other,0
"Ginger root, pickled, canned, with artificial sweetener",Unknown,Other,0
"Peppers, hot pickled, canned",Unknown,Other,0
"Potatoes, mashed, ready-to-eat",Unknown,Other,0
"Rice and vermicelli mix, rice pilaf flavor, unprepared",Unknown,Other,0
"Taquitos, frozen, chicken and cheese, oven-heated",Unknown,Other,0
"Taquitos, frozen, beef and cheese, oven-heated",Unknown,Other,0
"Pasta mix, classic cheeseburger macaroni, unprepared",Unknown,Other,0
"Pasta mix, classic beef, unprepared",Unknown,Other,0
"Pasta mix, Italian lasagna, unprepared",Unknown,Other,0
"Yellow rice with seasoning, dry packet mix, unprepared",Unknown,Other,0
"Pizza rolls, frozen, unprepared",Unknown,Other,0
"Potsticker or wonton, pork and vegetable, frozen, unprepared",Unknown,Other,0
"Macaroni or noodles with cheese, made from reduced fat packaged mix, unprepared",Unknown,Other,0
"Turnover, cheese-filled, tomato-based sauce, frozen, unprepared",Unknown,Other,0
"Macaroni or noodles with cheese, microwaveable, unprepared",Unknown,Other,0
"Rice mix, cheese flavor, dry mix, unprepared",Unknown,Other,0
"Dumpling, potato- or cheese-filled, frozen",Unknown,Other,0
"Turnover, chicken- or turkey-, and vegetable-filled, reduced fat, frozen",Unknown,Other,0
"Turnover, meat- and cheese-filled, tomato-based sauce, reduced fat, frozen",Unknown,Other,0
"Turnover, filled with egg, meat and cheese, frozen",Unknown,Other,0
"Salisbury steak with gravy, frozen",Unknown,Other,0
"Sausage, egg and cheese breakfast biscuit",Unknown,Other,0
"Infant Formula, MEAD JOHNSON, ENFAMIL, Premium LIPIL, Infant, powder",Unknown,Other,0
