ingredients,safe_ingredients,harmful_ingredients,general_health_assessment,toxicity_score,allergen_risk,regulatory_status
"Water, Glycerin, PEG-100 Stearate","['Water', 'Glycerin']",['PEG-100 Stearate'],Mild cleansing formula with synthetic surfactant.,Low,Low,Approved
"Hyaluronic Acid, Peptides, Propylparaben","['Hyaluronic Acid', 'Peptides']",['Propylparaben'],Anti‐aging blend with preservative concerns.,Moderate,Moderate,Pending
"Green Tea Extract, Retinol, Formaldehyde","['Green Tea Extract', 'Retinol']",['Formaldehyde'],Effective antioxidant blend with a banned preservative.,High,High,Banned
"Jojoba Oil, Vitamin E, Sodium Lauryl Sulfate","['Jojoba Oil', 'Vitamin E']",['Sodium Lauryl Sulfate'],Nourishing oils with a cleansing agent.,Moderate,Moderate,Pending
"Water, Citric Acid, Synthetic Dye","['Water', 'Citric Acid']",['Synthetic Dye'],Mild formula with artificial color.,Low,Low,Approved
"Aloe Vera, Vitamin C, Parabens","['Aloe Vera', 'Vitamin C']",['Parabens'],Soothing and brightening with common preservatives.,Moderate,Moderate,Pending
"Shea Butter, Cocoa Butter, Benzalkonium Chloride","['Shea Butter', 'Cocoa Butter']",['Benzalkonium Chloride'],Moisturizing blend with antimicrobial concerns.,Moderate,Moderate,Pending
"Water, Glycerin, Ethoxydiglycol","['Water', 'Glycerin']",['Ethoxydiglycol'],Standard solvent‐based formula.,Moderate,Low,Pending
"Organic Oat Milk, Coconut Water, Vitamin C","['Organic Oat Milk', 'Coconut Water', 'Vitamin C']",['None'],Pure natural formulation with essential nutrients.,Low,Low,Approved
"Aloe Vera, Panthenol, Sodium Benzoate","['Aloe Vera', 'Panthenol']",['Sodium Benzoate'],Soothing formula with a common preservative alternative.,Moderate,Moderate,Pending
"Green Tea Extract, Caffeine, Dimethicone","['Green Tea Extract', 'Caffeine']",['Dimethicone'],Invigorating formula with silicone derivative.,Low,Low,Approved
"Jojoba Oil, Argan Oil, Chlorphenesin","['Jojoba Oil', 'Argan Oil']",['Chlorphenesin'],Nourishing blend with a mild preservative.,Moderate,Moderate,Pending
"Water, Hyaluronic Acid, Propylparaben","['Water', 'Hyaluronic Acid']",['Propylparaben'],Hydrating formula with a preservative concern.,Moderate,Moderate,Pending
"Vitamin E, Retinol, Synthetic Fragrance","['Vitamin E', 'Retinol']",['Synthetic Fragrance'],Anti‐aging blend with potential allergenic scent.,Moderate,Moderate,Pending
"Cocoa Butter, Shea Butter, Methylparaben","['Cocoa Butter', 'Shea Butter']",['Methylparaben'],Rich emollient blend with synthetic preservative.,Moderate,Moderate,Pending
"Water, Glycerin, Sodium Coco-Sulfate","['Water', 'Glycerin']",['Sodium Coco-Sulfate'],Cleansing formula with milder sulfate alternative.,Low,Moderate,Approved
"Organic Oat Flour, Almond Oil, Parabens","['Organic Oat Flour', 'Almond Oil']",['Parabens'],Natural base with common synthetic preservative.,Moderate,High,Pending
"Aloe Vera, Chamomile Extract, Dimethicone","['Aloe Vera', 'Chamomile Extract']",['Dimethicone'],Calming formula with a silicone derivative.,Low,Low,Approved
"Green Tea Extract, Vitamin C, Benzoyl Peroxide","['Green Tea Extract', 'Vitamin C']",['Benzoyl Peroxide'],Brightening blend with acne‐fighting properties.,High,Moderate,Pending
"Jojoba Oil, Argan Oil, Ethylhexylglycerin","['Jojoba Oil', 'Argan Oil']",['Ethylhexylglycerin'],Nourishing oil blend with alternative preservative.,Moderate,Low,Approved
"Water, Aloe Vera, Formaldehyde","['Water', 'Aloe Vera']",['Formaldehyde'],Hydrating formula compromised by a banned chemical.,High,High,Banned
"Cocoa Butter, Shea Butter, Parabens","['Cocoa Butter', 'Shea Butter']",['Parabens'],Moisturizing blend with common preservative concerns.,Moderate,Moderate,Pending
"Water, Glycerin, Cyclopentasiloxane","['Water', 'Glycerin']",['Cyclopentasiloxane'],Lightweight formula with silicone component.,Low,Low,Approved
"Organic Oat Milk, Coconut Water, Lactic Acid","['Organic Oat Milk', 'Coconut Water']",['Lactic Acid'],Natural formulation with gentle acid.,Low,Low,Approved
"Aloe Vera, Vitamin E, Ethoxydiglycol","['Aloe Vera', 'Vitamin E']",['Ethoxydiglycol'],Soothing formula with synthetic solvent.,Moderate,Moderate,Pending
"Water, Glycerin, Cocamidopropyl Betaine","['Water', 'Glycerin']",['Cocamidopropyl Betaine'],Gentle cleanser with surfactant properties.,Low,Moderate,Approved
"Green Tea Extract, Caffeine, Sodium Benzoate","['Green Tea Extract', 'Caffeine']",['Sodium Benzoate'],Energizing formula with preservative alternative.,Moderate,Moderate,Pending
"Jojoba Oil, Argan Oil, Triethanolamine","['Jojoba Oil', 'Argan Oil']",['Triethanolamine'],Nourishing oils with chemical pH adjuster.,Moderate,Low,Approved
"Hyaluronic Acid, Water, Methylparaben","['Hyaluronic Acid', 'Water']",['Methylparaben'],Hydrating solution with common preservative.,Moderate,Moderate,Pending
"Vitamin C, Green Tea Extract, Propylparaben","['Vitamin C', 'Green Tea Extract']",['Propylparaben'],Brightening formula with synthetic preservative.,Moderate,Moderate,Pending
"Aloe Vera, Witch Hazel, Benzalkonium Chloride","['Aloe Vera', 'Witch Hazel']",['Benzalkonium Chloride'],Soothing formula with antimicrobial concerns.,Moderate,Moderate,Approved
"Cocoa Butter, Shea Butter, BHT","['Cocoa Butter', 'Shea Butter']",['BHT'],Rich emollient blend with synthetic antioxidant.,Moderate,Moderate,Pending
"Water, Glycerin, Cyclomethicone","['Water', 'Glycerin']",['Cyclomethicone'],Lightweight hydration with volatile silicone.,Low,Low,Approved
"Hyaluronic Acid, Peptides, Methylparaben","['Hyaluronic Acid', 'Peptides']",['Methylparaben'],Anti‐aging formula with preservative concerns.,Moderate,Moderate,Pending
"Green Tea Extract, Retinol, Chlorphenesin","['Green Tea Extract', 'Retinol']",['Chlorphenesin'],Antioxidant blend with a mild preservative.,Moderate,Moderate,Pending
"Jojoba Oil, Vitamin E, Cocamidopropyl Betaine","['Jojoba Oil', 'Vitamin E']",['Cocamidopropyl Betaine'],Nourishing formula with gentle cleansing agent.,Moderate,Moderate,Pending
"Water, Citric Acid, Artificial Flavor","['Water', 'Citric Acid']",['Artificial Flavor'],Mild formula with synthetic flavoring.,Low,Low,Approved
"Aloe Vera, Vitamin C, Methylisothiazolinone","['Aloe Vera', 'Vitamin C']",['Methylisothiazolinone'],Brightening formula with strong preservative.,High,High,Banned
"Shea Butter, Cocoa Butter, Ethylhexylglycerin","['Shea Butter', 'Cocoa Butter']",['Ethylhexylglycerin'],Moisturizing blend with alternative preservative.,Moderate,Low,Approved
"Water, Glycerin, Caprylyl Glycol","['Water', 'Glycerin']",['Caprylyl Glycol'],Effective cleansing with modern preservative.,Moderate,Low,Pending
"Organic Oat Milk, Coconut Water, Vitamin E","['Organic Oat Milk', 'Coconut Water', 'Vitamin E']",['None'],Natural formulation enriched with vitamins.,Low,Low,Approved
"Aloe Vera, Panthenol, Parabens","['Aloe Vera', 'Panthenol']",['Parabens'],Soothing formula with traditional preservative.,Moderate,Moderate,Pending
"Green Tea Extract, Caffeine, Cyclomethicone","['Green Tea Extract', 'Caffeine']",['Cyclomethicone'],Invigorating formula with light silicone texture.,Low,Low,Approved
"Jojoba Oil, Argan Oil, Caprylyl Glycol","['Jojoba Oil', 'Argan Oil']",['Caprylyl Glycol'],Nourishing blend with a modern preservative.,Moderate,Low,Pending
"Hyaluronic Acid, Water, Propylene Glycol","['Hyaluronic Acid', 'Water']",['Propylene Glycol'],Hydrating solution with synthetic humectant.,Moderate,Moderate,Pending
"Vitamin E, Retinol, Dimethicone","['Vitamin E', 'Retinol']",['Dimethicone'],Potent anti‐aging formula with silicone derivative.,Low,Low,Approved
"Cocoa Butter, Shea Butter, Ethoxydiglycol","['Cocoa Butter', 'Shea Butter']",['Ethoxydiglycol'],Emollient blend with synthetic solvent.,Moderate,Moderate,Pending
"Water, Glycerin, Disodium Laureth Sulfosuccinate","['Water', 'Glycerin']",['Disodium Laureth Sulfosuccinate'],Mild cleansing formula with gentle surfactant.,Low,Low,Approved
"Organic Oat Flour, Almond Oil, Phenoxyethanol","['Organic Oat Flour', 'Almond Oil']",['Phenoxyethanol'],Natural base with an effective synthetic preservative.,Moderate,High,Pending
"Aloe Vera, Chamomile Extract, Triethanolamine","['Aloe Vera', 'Chamomile Extract']",['Triethanolamine'],Soothing formula with chemical pH adjuster.,Low,Low,Approved
"Green Tea Extract, Vitamin C, Chlorphenesin","['Green Tea Extract', 'Vitamin C']",['Chlorphenesin'],Brightening formula with mild preservative.,Moderate,Moderate,Pending
"Jojoba Oil, Argan Oil, Methylisothiazolinone","['Jojoba Oil', 'Argan Oil']",['Methylisothiazolinone'],Nourishing oil blend with potent antimicrobial.,High,Moderate,Banned
"Water, Aloe Vera, Glutaraldehyde","['Water', 'Aloe Vera']",['Glutaraldehyde'],Hydrating formula containing a strong crosslinking agent.,High,High,Banned
"Cocoa Butter, Shea Butter, Propylparaben","['Cocoa Butter', 'Shea Butter']",['Propylparaben'],Moisturizing blend with a common preservative.,Moderate,Moderate,Pending
"Water, Glycerin, Polyquaternium-10","['Water', 'Glycerin']",['Polyquaternium-10'],Lightweight formula with conditioning agent.,Low,Low,Approved
"Organic Oat Milk, Coconut Water, Ascorbic Acid","['Organic Oat Milk', 'Coconut Water', 'Ascorbic Acid']",['None'],Natural formulation enriched with vitamin C.,Low,Low,Approved
"Aloe Vera, Vitamin E, Caprylic/Capric Triglyceride","['Aloe Vera', 'Vitamin E']",['Caprylic/Capric Triglyceride'],Soothing formula with emollient properties.,Low,Low,Approved
"Water, Glycerin, Lauryl Glucoside","['Water', 'Glycerin']",['Lauryl Glucoside'],Gentle cleanser with natural surfactant.,Low,Low,Approved
"Green Tea Extract, Caffeine, Piroctone Olamine","['Green Tea Extract', 'Caffeine']",['Piroctone Olamine'],Energizing formula with antifungal agent.,Moderate,Moderate,Pending
"Jojoba Oil, Argan Oil, Disodium EDTA","['Jojoba Oil', 'Argan Oil']",['Disodium EDTA'],Nourishing oils with a chelating agent.,Low,Low,Approved
"Hyaluronic Acid, Water, Butylene Glycol","['Hyaluronic Acid', 'Water']",['Butylene Glycol'],Hydrating formula with synthetic humectant.,Moderate,Moderate,Pending
"Vitamin C, Green Tea Extract, Isoamyl Paraben","['Vitamin C', 'Green Tea Extract']",['Isoamyl Paraben'],Brightening blend with less common preservative.,Moderate,Moderate,Pending
"Aloe Vera, Witch Hazel, Phenoxyethanol","['Aloe Vera', 'Witch Hazel']",['Phenoxyethanol'],Soothing formula with effective synthetic preservative.,Moderate,Moderate,Pending
"Cocoa Butter, Shea Butter, Ammonium Laureth Sulfate","['Cocoa Butter', 'Shea Butter']",['Ammonium Laureth Sulfate'],Emollient blend with a cleansing agent.,High,Moderate,Pending
"Water, Glycerin, Octyltriethoxysilane","['Water', 'Glycerin']",['Octyltriethoxysilane'],Lightweight hydration with a silane compound.,Low,Low,Approved
"Hyaluronic Acid, Peptides, Disodium EDTA","['Hyaluronic Acid', 'Peptides']",['Disodium EDTA'],Anti‐aging formula with a chelating agent.,Moderate,Moderate,Pending
"Green Tea Extract, Retinol, Benzophenone-4","['Green Tea Extract', 'Retinol']",['Benzophenone-4'],Antioxidant blend with UV filter preservative.,High,High,Banned
"Jojoba Oil, Vitamin E, Steareth-20","['Jojoba Oil', 'Vitamin E']",['Steareth-20'],Nourishing formula with emulsifying agent.,Moderate,Moderate,Pending
"Water, Citric Acid, Sorbic Acid","['Water', 'Citric Acid']",['Sorbic Acid'],Mild formula with natural preservative.,Low,Low,Approved
"Aloe Vera, Vitamin C, Hexylene Glycol","['Aloe Vera', 'Vitamin C']",['Hexylene Glycol'],Brightening formula with a synthetic solvent.,Moderate,Moderate,Pending
"Shea Butter, Cocoa Butter, Polysorbate 20","['Shea Butter', 'Cocoa Butter']",['Polysorbate 20'],Moisturizing blend with emulsifier concerns.,Moderate,Moderate,Pending
"Water, Glycerin, PEG-40 Hydrogenated Castor Oil","['Water', 'Glycerin']",['PEG-40 Hydrogenated Castor Oil'],Effective cleanser with synthetic emulsifier.,Low,Low,Approved
"Organic Oat Milk, Coconut Water, Niacinamide","['Organic Oat Milk', 'Coconut Water', 'Niacinamide']",['None'],Natural formulation enriched with vitamin B3.,Low,Low,Approved
"Aloe Vera, Panthenol, Sorbic Acid","['Aloe Vera', 'Panthenol']",['Sorbic Acid'],Soothing formula with natural preservative alternative.,Moderate,Moderate,Pending
"Green Tea Extract, Caffeine, Caprylyl Glycol","['Green Tea Extract', 'Caffeine']",['Caprylyl Glycol'],Energizing formula with modern preservative.,Low,Low,Approved
"Jojoba Oil, Argan Oil, Cyclomethicone","['Jojoba Oil', 'Argan Oil']",['Cyclomethicone'],Nourishing oil blend with volatile silicone.,Moderate,Moderate,Pending
"Water, Hyaluronic Acid, Isopropyl Myristate","['Water', 'Hyaluronic Acid']",['Isopropyl Myristate'],Hydrating formula with synthetic emollient.,Moderate,Moderate,Pending
"Vitamin E, Retinol, PEG-8","['Vitamin E', 'Retinol']",['PEG-8'],Anti‐aging formula with modern emollient.,Moderate,Low,Pending
"Cocoa Butter, Shea Butter, Propylene Glycol","['Cocoa Butter', 'Shea Butter']",['Propylene Glycol'],Rich emollient blend with common humectant.,Moderate,Moderate,Pending
"Water, Glycerin, Sodium Cocoamphoacetate","['Water', 'Glycerin']",['Sodium Cocoamphoacetate'],Mild cleansing formula with amphoteric surfactant.,Low,Moderate,Approved
"Organic Oat Flour, Almond Oil, Caprylyl Glycol","['Organic Oat Flour', 'Almond Oil']",['Caprylyl Glycol'],Natural base with modern preservative alternative.,Moderate,High,Pending
"Aloe Vera, Chamomile Extract, Polysorbate 80","['Aloe Vera', 'Chamomile Extract']",['Polysorbate 80'],Soothing formula with emulsifier that may cause irritation.,Low,Low,Approved
"Water, Aloe Vera, Chamomile Extract, Sodium Benzoate, Citric Acid","['Aloe Vera', 'Chamomile Extract']","['Sodium Benzoate', 'Citric Acid']","This facial mist is soothing but contains Sodium Benzoate, which may cause mild irritation.",Low,Moderate,Approved
"Organic Brown Rice, Black Beans, Avocado, Lime, Cilantro","['Organic Brown Rice', 'Black Beans', 'Avocado', 'Lime']",['None'],A healthy and balanced meal with no harmful ingredients.,Low,Low,Approved
"Water, Sodium Lauryl Sulfate, Cocamidopropyl Betaine, Fragrance, Methylisothiazolinone",['Water'],"['Sodium Lauryl Sulfate', 'Fragrance', 'Methylisothiazolinone']","This shampoo contains Methylisothiazolinone, which may cause allergic reactions.",High,High,Pending
"Organic Peanut Butter, Sea Salt","['Organic Peanut Butter', 'Sea Salt']",['None'],A natural and protein-rich spread with no harmful additives.,Low,Low,Approved
"Water, Ethanol, Glycerin, Hydrogen Peroxide, Benzalkonium Chloride","['Glycerin', 'Hydrogen Peroxide']","['Ethanol', 'Benzalkonium Chloride']",This hand sanitizer is effective but may cause dryness and irritation.,Moderate,Moderate,Approved
"Organic Steel-Cut Oats, Blueberries, Almond Milk, Maple Syrup","['Organic Steel-Cut Oats', 'Blueberries', 'Almond Milk']",['None'],A wholesome breakfast option with no harmful additives.,Low,Low,Approved
"Water, Retinol, Hyaluronic Acid, Parabens, Vitamin C","['Hyaluronic Acid', 'Vitamin C']","['Retinol', 'Parabens']","This anti-aging serum contains Retinol and Parabens, which may cause irritation for sensitive skin.",Moderate,High,Pending
"Organic Jojoba Oil, Shea Butter, Lavender Essential Oil","['Organic Jojoba Oil', 'Shea Butter', 'Lavender Essential Oil']",['None'],A natural moisturizer with no harmful chemicals.,Low,Low,Approved
"Water, Sodium Laureth Sulfate, Cocamide MEA, Fragrance, Formaldehyde",['Water'],"['Sodium Laureth Sulfate', 'Cocamide MEA', 'Fragrance', 'Formaldehyde']","This body wash contains Formaldehyde, a known carcinogen.",High,High,Banned
"Organic Matcha Green Tea, Almond Milk, Agave Syrup","['Organic Matcha Green Tea', 'Almond Milk']",['None'],A refreshing and natural beverage with no harmful additives.,Low,Low,Approved
"Water, Glycerin, Sodium Laureth Sulfate","['Water', 'Glycerin']",['Sodium Laureth Sulfate'],Standard cleanser; may cause mild irritation for sensitive skin.,Moderate,Moderate,Approved
"Water, Aloe Vera, Parabens","['Water', 'Aloe Vera']",['Parabens'],Soothing formula but contains a controversial preservative.,Moderate,Moderate,Pending
"Aloe Vera, Chamomile Extract, Formaldehyde","['Aloe Vera', 'Chamomile Extract']",['Formaldehyde'],Herbal blend compromised by a banned preservative; high irritation risk.,High,High,Banned
"Water, Glycerin, Artificial Colors","['Water', 'Glycerin']",['Artificial Colors'],Common formulation with synthetic dyes; low risk for most users.,Low,Low,Approved
"Hyaluronic Acid, Water, Parabens","['Hyaluronic Acid', 'Water']",['Parabens'],Hydrating serum with a preservative; caution advised for sensitive skin.,Moderate,Moderate,Pending
"Cocoa Butter, Shea Butter, Synthetic Fragrance","['Cocoa Butter', 'Shea Butter']",['Synthetic Fragrance'],Rich moisturizer with an artificial scent; may irritate fragrance-sensitive users.,Moderate,Moderate,Pending
"Green Tea Extract, Vitamin E, Methylparaben","['Green Tea Extract', 'Vitamin E']",['Methylparaben'],Antioxidant formula with a common preservative; generally safe.,Moderate,Low,Pending
"Jojoba Oil, Aloe Vera, Benzoyl Peroxide","['Jojoba Oil', 'Aloe Vera']",['Benzoyl Peroxide'],Acne treatment; effective but can cause dryness.,High,Moderate,Pending
"Tea Tree Oil, Witch Hazel, Sodium Laureth Sulfate","['Tea Tree Oil', 'Witch Hazel']",['Sodium Laureth Sulfate'],Antiseptic blend with a detergent; potential irritation risk.,Moderate,Moderate,Pending
"Argan Oil, Vitamin C, Dimethicone","['Argan Oil', 'Vitamin C', 'Dimethicone']",['None'],Nourishing serum with silicone for texture; very low risk.,Low,Low,Approved
"Rose Water, Glycerin, Synthetic Dye","['Rose Water', 'Glycerin']",['Synthetic Dye'],Fragrant formula with artificial color; minimal risk overall.,Low,Low,Approved
"Honey, Almond Oil, Propylparaben","['Honey', 'Almond Oil']",['Propylparaben'],Natural blend with a synthetic preservative; moderate caution advised.,Moderate,High,Pending
"Cucumber Extract, Panthenol, Fragrance","['Cucumber Extract', 'Panthenol']",['Fragrance'],Cooling formulation with potential allergen from added scent.,Low,Moderate,Approved
"Allantoin, Sodium Hyaluronate, Preservative X","['Allantoin', 'Sodium Hyaluronate']",['Preservative X'],Soothing formula with an unidentified preservative; risk unclear.,Moderate,Low,Pending
"Ceramides, Peptides, Formaldehyde","['Ceramides', 'Peptides']",['Formaldehyde'],Skin repair formula compromised by a banned substance; high risk.,High,High,Banned
"Squalane, Niacinamide, Parabens","['Squalane', 'Niacinamide']",['Parabens'],Effective anti-aging blend with preservative concerns; use with care.,Moderate,Moderate,Pending
"Water, Salicylic Acid, Ethoxydiglycol",['Water'],"['Salicylic Acid', 'Ethoxydiglycol']",Exfoliating cleanser with active acids; may cause irritation.,Moderate,Moderate,Pending
"Citric Acid, Lavender Oil, Chlorphenesin","['Citric Acid', 'Lavender Oil']",['Chlorphenesin'],Mild acidic formula with a preservative that may irritate.,Moderate,Moderate,Approved
"Vitamin E, Retinol, BHT","['Vitamin E', 'Retinol']",['BHT'],Anti-aging formula with a synthetic antioxidant; caution advised.,Moderate,Moderate,Pending
"Rice Bran Oil, Licorice Extract, Synthetic Colorant","['Rice Bran Oil', 'Licorice Extract']",['Synthetic Colorant'],Brightening formula with an artificial dye; low risk overall.,Low,Low,Approved
"Cocoa Butter, Vitamin C, Fragrance","['Cocoa Butter', 'Vitamin C']",['Fragrance'],Moisturizing blend with a scent that may trigger allergies.,Moderate,Moderate,Pending
"Shea Butter, Green Tea Extract, Sodium Benzoate","['Shea Butter', 'Green Tea Extract']",['Sodium Benzoate'],Natural base with a common preservative; mild irritation possible.,Moderate,Low,Pending
"Coconut Oil, Jojoba Oil, Methylisothiazolinone","['Coconut Oil', 'Jojoba Oil']",['Methylisothiazolinone'],Nourishing oils with a high-risk preservative; potential severe reaction.,High,Moderate,Banned
"Water, Dimethicone, Parabens","['Water', 'Dimethicone']",['Parabens'],Silicone-based formula with a controversial preservative; caution advised.,Moderate,Low,Pending
"Aloe Vera, Ginseng Extract, Formaldehyde","['Aloe Vera', 'Ginseng Extract']",['Formaldehyde'],Herbal extract compromised by a banned chemical; high risk.,High,High,Banned
"Argan Oil, Collagen, Synthetic Fragrance","['Argan Oil', 'Collagen']",['Synthetic Fragrance'],Skin strengthening blend with an artificial scent; moderate caution.,Moderate,Moderate,Pending
"Water, Vitamin C, Propylparaben","['Water', 'Vitamin C']",['Propylparaben'],Brightening solution with a common preservative; generally safe.,Moderate,Moderate,Pending
"Hyaluronic Acid, Peptides, Sodium Laureth Sulfate","['Hyaluronic Acid', 'Peptides']",['Sodium Laureth Sulfate'],Anti-aging serum containing an irritant; use with care.,High,Moderate,Pending
"Cucumber Extract, Witch Hazel, Ethoxydiglycol","['Cucumber Extract', 'Witch Hazel']",['Ethoxydiglycol'],Refreshing formula with a synthetic solvent; low risk overall.,Moderate,Low,Approved
"Green Tea Extract, Honey, Benzalkonium Chloride","['Green Tea Extract', 'Honey']",['Benzalkonium Chloride'],Antioxidant-rich formula with an antimicrobial agent; potential irritation.,Moderate,Moderate,Pending
"Water, Allantoin, Methylparaben","['Water', 'Allantoin']",['Methylparaben'],Soothing solution with a standard preservative; mild risk.,Moderate,Low,Pending
"Organic Oat Milk, Coconut Water, Citric Acid","['Organic Oat Milk', 'Coconut Water', 'Citric Acid']",['None'],"Natural, gentle formulation with no synthetic additives; very low risk.",Low,Low,Approved
"Vitamin E, Retinol, Parabens","['Vitamin E', 'Retinol']",['Parabens'],Potent anti-aging formula with a common preservative; monitor usage.,Moderate,Moderate,Pending
"Shea Butter, Cocoa Butter, Artificial Color","['Shea Butter', 'Cocoa Butter']",['Artificial Color'],Moisturizing blend with an added synthetic dye; low risk for most.,Moderate,Low,Approved
"Water, Glycerin, Benzoyl Peroxide","['Water', 'Glycerin']",['Benzoyl Peroxide'],Acne treatment formula; effective yet may dry the skin.,High,Moderate,Pending
"Jojoba Oil, Lavender Oil, Parabens","['Jojoba Oil', 'Lavender Oil']",['Parabens'],Aromatic blend containing a preservative; moderate sensitivity risk.,Moderate,Moderate,Pending
"Aloe Vera, Chamomile Extract, Synthetic Fragrance","['Aloe Vera', 'Chamomile Extract']",['Synthetic Fragrance'],Calming formula with an artificial scent; low to moderate risk.,Moderate,Moderate,Approved
"Vitamin C, Green Tea Extract, Dimethicone","['Vitamin C', 'Green Tea Extract', 'Dimethicone']",['None'],Brightening serum with silicone for texture; very low risk.,Low,Low,Approved
"Retinol, Niacinamide, Parabens","['Retinol', 'Niacinamide']",['Parabens'],Anti-aging blend with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Peptides, Ceramides, Formaldehyde","['Peptides', 'Ceramides']",['Formaldehyde'],Skin repair formula compromised by a banned ingredient; high risk.,High,High,Banned
"Cocoa Butter, Shea Butter, Methylparaben","['Cocoa Butter', 'Shea Butter']",['Methylparaben'],Rich emollient blend with a standard preservative; moderate caution advised.,Moderate,Moderate,Pending
"Water, Aloe Vera, Phenoxyethanol","['Water', 'Aloe Vera']",['Phenoxyethanol'],Hydrating formula with a synthetic preservative; generally safe.,Moderate,Low,Approved
"Green Tea Extract, Caffeine, Synthetic Dye","['Green Tea Extract', 'Caffeine']",['Synthetic Dye'],Energizing formula with artificial coloring; low risk overall.,Low,Low,Approved
"Jojoba Oil, Argan Oil, Parabens","['Jojoba Oil', 'Argan Oil']",['Parabens'],Nourishing oil blend with a common preservative; moderate caution advised.,Moderate,Moderate,Pending
"Water, Salicylic Acid, Lactic Acid",['Water'],"['Salicylic Acid', 'Lactic Acid']",Exfoliating acid blend; effective but may irritate sensitive skin.,High,Moderate,Pending
"Vitamin E, Coenzyme Q10, Benzalkonium Chloride","['Vitamin E', 'Coenzyme Q10']",['Benzalkonium Chloride'],Antioxidant-rich formula with an antimicrobial agent; moderate risk.,Moderate,Low,Approved
"Cetearyl Alcohol, Dimethicone, Methylparaben","['Cetearyl Alcohol', 'Dimethicone']",['Methylparaben'],Stabilizing cream with a standard preservative; low irritation risk.,Moderate,Low,Pending
"Aloe Vera, Panthenol, Chlorphenesin","['Aloe Vera', 'Panthenol']",['Chlorphenesin'],Soothing formula with a mild preservative; generally safe.,Moderate,Moderate,Approved
"Organic Oat Flour, Almond Oil, Synthetic Fragrance","['Organic Oat Flour', 'Almond Oil']",['Synthetic Fragrance'],Natural base with an added artificial scent; moderate risk.,Moderate,High,Pending
"Water, Glycolic Acid, Retinol","['Water', 'Retinol']",['Glycolic Acid'],Potent exfoliating formula; active acid may irritate sensitive skin.,High,Moderate,Pending
"Shea Butter, Cocoa Butter, Retinol","['Shea Butter', 'Cocoa Butter']",['Retinol'],Moisturizing blend with a high-active ingredient; moderate caution advised.,Moderate,Moderate,Pending
"Hyaluronic Acid, Peptides, Parabens","['Hyaluronic Acid', 'Peptides']",['Parabens'],Hydrating anti-aging formula with a standard preservative; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Dimethicone","['Water', 'Glycerin', 'Dimethicone']",['None'],Lightweight moisturizer; very low risk.,Low,Low,Approved
"Aloe Vera, Chamomile Extract, Propylparaben","['Aloe Vera', 'Chamomile Extract']",['Propylparaben'],Calming blend with a synthetic preservative; moderate caution advised.,Moderate,Moderate,Pending
"Vitamin C, Niacinamide, Synthetic Dye","['Vitamin C', 'Niacinamide']",['Synthetic Dye'],Brightening serum with an artificial color; low risk.,Low,Low,Approved
"Green Tea Extract, Retinol, Parabens","['Green Tea Extract', 'Retinol']",['Parabens'],Antioxidant-rich serum with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Jojoba Oil, Vitamin E, Methylparaben","['Jojoba Oil', 'Vitamin E']",['Methylparaben'],Nourishing formula with a standard preservative; moderate risk.,Moderate,Moderate,Pending
"Water, Peptides, Benzoyl Peroxide","['Water', 'Peptides']",['Benzoyl Peroxide'],Acne treatment formula; effective but may be harsh on skin.,High,Moderate,Pending
"Cocoa Butter, Shea Butter, Artificial Flavor","['Cocoa Butter', 'Shea Butter']",['Artificial Flavor'],Rich emollient blend with a synthetic flavor additive; low risk.,Moderate,Low,Approved
"Organic Oat Flour, Rice Bran Oil, Citric Acid","['Organic Oat Flour', 'Rice Bran Oil', 'Citric Acid']",['None'],Natural formulation; very low risk.,Low,Low,Approved
"Aloe Vera, Vitamin E, Chlorphenesin","['Aloe Vera', 'Vitamin E']",['Chlorphenesin'],Soothing formula with a mild preservative; moderate risk.,Moderate,Moderate,Pending
"Water, Glycerin, Sodium Laureth Sulfate","['Water', 'Glycerin']",['Sodium Laureth Sulfate'],Common cleansing solution; may irritate sensitive skin.,Moderate,Moderate,Pending
"Green Tea Extract, Caffeine, Propylparaben","['Green Tea Extract', 'Caffeine']",['Propylparaben'],Invigorating formula with a standard preservative; moderate risk.,Moderate,Moderate,Pending
"Jojoba Oil, Argan Oil, Synthetic Dye","['Jojoba Oil', 'Argan Oil']",['Synthetic Dye'],Nourishing oil blend with artificial color; low risk.,Low,Moderate,Approved
"Water, Hyaluronic Acid, Glycolic Acid","['Water', 'Hyaluronic Acid']",['Glycolic Acid'],Hydrating formula with an active acid; may cause irritation.,Moderate,Moderate,Pending
"Vitamin C, Green Tea Extract, Methylparaben","['Vitamin C', 'Green Tea Extract']",['Methylparaben'],Brightening blend with a common preservative; moderate risk.,Moderate,Moderate,Pending
"Aloe Vera, Witch Hazel, Synthetic Fragrance","['Aloe Vera', 'Witch Hazel']",['Synthetic Fragrance'],Soothing blend with an artificial scent; low risk.,Moderate,Moderate,Approved
"Cocoa Butter, Shea Butter, Benzoyl Peroxide","['Cocoa Butter', 'Shea Butter']",['Benzoyl Peroxide'],Rich emollient with an acne-fighting agent; high risk.,High,Moderate,Pending
